2023-06-26 02:44:30 INFO  - Send GET request to get all posts.
2023-06-26 15:05:57 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 15:05:57 INFO  - Assessing status code is 201.
2023-06-26 15:05:57 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 15:05:57 INFO  - Sending GET request to get users (/users).
2023-06-26 15:05:57 INFO  - Assessing status code is 200.
2023-06-26 15:05:57 INFO  - Assessing list in response body is json.
2023-06-26 15:05:57 INFO  - Getting users id=5 list.
2023-06-26 15:05:57 INFO  - Assessing User (id=5) data matches.
2023-06-26 15:08:53 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 15:08:53 INFO  - Assessing Status code is 200..
2023-06-26 15:08:53 INFO  - Assessing the list in response body is json..
2023-06-26 15:08:53 INFO  - Getting the posts id's list.
2023-06-26 15:08:53 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 15:08:53 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 15:08:53 INFO  - Assessing Status code is 200..
2023-06-26 15:08:53 INFO  - Getting post object of id=99.
2023-06-26 15:08:53 INFO  - Assessing userId is 10.
2023-06-26 15:08:53 INFO  - Assessing id is 99.
2023-06-26 15:08:53 INFO  - Assessing title and body aren't empty..
2023-06-26 15:08:53 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 15:08:54 INFO  - Assessing Status code is 404..
2023-06-26 15:08:54 INFO  - Assessing response body is empty.
2023-06-26 15:08:54 INFO  - Getting post model.
2023-06-26 15:08:54 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 15:08:54 INFO  - Assessing status code is 201.
2023-06-26 15:08:54 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 15:08:54 INFO  - Sending GET request to get users (/users).
2023-06-26 15:08:54 INFO  - Assessing status code is 200.
2023-06-26 15:08:54 INFO  - Assessing list in response body is json.
2023-06-26 15:08:54 INFO  - Getting users id=5 list.
2023-06-26 15:08:54 INFO  - Assessing User (id=5) data matches.
2023-06-26 15:09:33 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 15:09:34 INFO  - Assessing Status code is 200..
2023-06-26 15:09:34 INFO  - Assessing the list in response body is json..
2023-06-26 15:09:34 INFO  - Getting the posts id's list.
2023-06-26 15:09:34 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 15:09:34 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 15:09:34 INFO  - Assessing Status code is 200..
2023-06-26 15:09:34 INFO  - Getting post object of id=99.
2023-06-26 15:09:34 INFO  - Assessing userId is 10.
2023-06-26 15:09:34 INFO  - Assessing id is 99.
2023-06-26 15:09:34 INFO  - Assessing title and body aren't empty..
2023-06-26 15:09:34 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 15:09:34 INFO  - Assessing Status code is 404..
2023-06-26 15:09:34 INFO  - Assessing response body is empty.
2023-06-26 15:09:34 INFO  - Getting post model.
2023-06-26 15:09:34 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 15:09:34 INFO  - Assessing status code is 201.
2023-06-26 15:09:34 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 15:09:34 INFO  - Sending GET request to get users (/users).
2023-06-26 15:09:34 INFO  - Assessing status code is 200.
2023-06-26 15:09:34 INFO  - Assessing list in response body is json.
2023-06-26 15:09:34 INFO  - Getting users id=5 list.
2023-06-26 15:09:34 INFO  - Assessing User (id=5) data matches.
2023-06-26 15:11:36 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 15:11:37 INFO  - Assessing Status code is 200..
2023-06-26 15:11:37 INFO  - Assessing the list in response body is json..
2023-06-26 15:11:37 INFO  - Getting the posts id's list.
2023-06-26 15:11:37 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 15:11:37 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 15:11:37 INFO  - Assessing Status code is 200..
2023-06-26 15:11:37 INFO  - Getting post object of id=99.
2023-06-26 15:11:37 INFO  - Assessing userId is 10.
2023-06-26 15:11:37 INFO  - Assessing id is 99.
2023-06-26 15:11:37 INFO  - Assessing title and body aren't empty..
2023-06-26 15:11:37 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 15:11:37 INFO  - Assessing Status code is 404..
2023-06-26 15:11:37 INFO  - Assessing response body is empty.
2023-06-26 15:11:37 INFO  - Getting post model.
2023-06-26 15:11:37 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 15:11:37 INFO  - Assessing status code is 201.
2023-06-26 15:11:37 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 15:11:37 INFO  - Sending GET request to get users (/users).
2023-06-26 15:11:37 INFO  - Assessing status code is 200.
2023-06-26 15:11:37 INFO  - Assessing list in response body is json.
2023-06-26 15:11:37 INFO  - Getting users id=5 list.
2023-06-26 15:11:37 INFO  - Assessing User (id=5) data matches.
2023-06-26 15:31:27 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 15:31:28 INFO  - Assessing Status code is 200..
2023-06-26 15:31:28 INFO  - Assessing the list in response body is json..
2023-06-26 15:31:28 INFO  - Getting the posts id's list.
2023-06-26 15:31:28 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 15:31:28 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 15:31:28 INFO  - Assessing Status code is 200..
2023-06-26 15:31:28 INFO  - Getting post object of id=99.
2023-06-26 15:31:28 INFO  - Assessing userId is 10.
2023-06-26 15:31:28 INFO  - Assessing id is 99.
2023-06-26 15:31:28 INFO  - Assessing title and body aren't empty..
2023-06-26 15:31:28 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 15:31:28 INFO  - Assessing Status code is 404..
2023-06-26 15:31:28 INFO  - Assessing response body is empty.
2023-06-26 15:31:28 INFO  - Getting post model.
2023-06-26 15:31:28 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 15:31:29 INFO  - Assessing status code is 201.
2023-06-26 15:31:29 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 15:31:29 INFO  - Sending GET request to get users (/users).
2023-06-26 15:31:29 INFO  - Assessing status code is 200.
2023-06-26 15:31:29 INFO  - Assessing list in response body is json.
2023-06-26 15:31:29 INFO  - Getting users id=5 list.
2023-06-26 15:31:29 INFO  - Assessing User (id=5) data matches.
2023-06-26 16:09:53 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 16:09:53 INFO  - Assessing Status code is 200..
2023-06-26 16:09:53 INFO  - Assessing the list in response body is json..
2023-06-26 16:09:53 INFO  - Getting the posts id's list.
2023-06-26 16:09:53 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 16:09:53 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 16:09:53 INFO  - Assessing Status code is 200..
2023-06-26 16:09:53 INFO  - Getting post object of id=99.
2023-06-26 16:09:53 INFO  - Assessing userId is 10.
2023-06-26 16:09:53 INFO  - Assessing id is 99.
2023-06-26 16:09:53 INFO  - Assessing title and body aren't empty..
2023-06-26 16:09:53 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 16:09:53 INFO  - Assessing Status code is 404..
2023-06-26 16:09:53 INFO  - Assessing response body is empty.
2023-06-26 16:09:53 INFO  - Getting post model.
2023-06-26 16:09:53 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 16:09:54 INFO  - Assessing status code is 201.
2023-06-26 16:09:54 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 16:09:54 INFO  - Sending GET request to get users (/users).
2023-06-26 16:09:54 INFO  - Assessing status code is 200.
2023-06-26 16:09:54 INFO  - Assessing list in response body is json.
2023-06-26 16:09:54 INFO  - Getting users id=5 list.
2023-06-26 16:09:54 INFO  - Assessing User (id=5) data matches.
2023-06-26 16:13:08 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 16:13:09 INFO  - Assessing Status code is 200..
2023-06-26 16:13:09 INFO  - Assessing the list in response body is json..
2023-06-26 16:13:09 INFO  - Getting the posts id's list.
2023-06-26 16:13:09 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 16:13:09 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 16:13:09 INFO  - Assessing Status code is 200..
2023-06-26 16:13:09 INFO  - Getting post object of id=99.
2023-06-26 16:13:09 INFO  - Assessing userId is 10.
2023-06-26 16:13:09 INFO  - Assessing id is 99.
2023-06-26 16:13:09 INFO  - Assessing title and body aren't empty..
2023-06-26 16:13:09 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 16:13:09 INFO  - Assessing Status code is 404..
2023-06-26 16:13:09 INFO  - Assessing response body is empty.
2023-06-26 16:13:09 INFO  - Getting post model.
2023-06-26 16:13:09 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 16:13:09 INFO  - Assessing status code is 201.
2023-06-26 16:13:09 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 16:13:09 INFO  - Sending GET request to get users (/users).
2023-06-26 16:13:09 INFO  - Assessing status code is 200.
2023-06-26 16:13:09 INFO  - Assessing list in response body is json.
2023-06-26 16:13:09 INFO  - Getting users id=5 list.
2023-06-26 16:13:09 INFO  - Assessing User (id=5) data matches.
2023-06-26 16:14:48 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 16:14:49 INFO  - Assessing Status code is 200..
2023-06-26 16:14:49 INFO  - Assessing the list in response body is json..
2023-06-26 16:14:49 INFO  - Getting the posts id's list.
2023-06-26 16:14:49 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 16:14:49 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 16:14:49 INFO  - Assessing Status code is 200..
2023-06-26 16:14:49 INFO  - Getting post object of id=99.
2023-06-26 16:14:49 INFO  - Assessing userId is 10.
2023-06-26 16:14:49 INFO  - Assessing id is 99.
2023-06-26 16:14:49 INFO  - Assessing title and body aren't empty..
2023-06-26 16:14:49 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 16:14:49 INFO  - Assessing Status code is 404..
2023-06-26 16:14:49 INFO  - Assessing response body is empty.
2023-06-26 16:14:49 INFO  - Getting post model.
2023-06-26 16:14:49 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 16:14:49 INFO  - Assessing status code is 201.
2023-06-26 16:14:49 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 16:14:49 INFO  - Sending GET request to get users (/users).
2023-06-26 16:14:49 INFO  - Assessing status code is 200.
2023-06-26 16:14:49 INFO  - Assessing list in response body is json.
2023-06-26 16:14:49 INFO  - Getting users id=5 list.
2023-06-26 16:14:49 INFO  - Assessing User (id=5) data matches.
2023-06-26 16:14:49 INFO  - Sending GET request to get user with id=5 (/users/5).
2023-06-26 16:14:49 INFO  - Assessing Status code is 200.
2023-06-26 16:14:49 INFO  - Assessing user data matches with user data in the previous step.
2023-06-26 17:14:12 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 17:14:13 INFO  - Assessing Status code is 200..
2023-06-26 17:14:13 INFO  - Assessing the list in response body is json..
2023-06-26 17:14:13 INFO  - Getting the posts id's list.
2023-06-26 17:14:13 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 17:14:13 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 17:14:13 INFO  - Assessing Status code is 200..
2023-06-26 17:14:13 INFO  - Getting post object of id=99.
2023-06-26 17:14:13 INFO  - Assessing userId is 10.
2023-06-26 17:14:13 INFO  - Assessing id is 99.
2023-06-26 17:14:13 INFO  - Assessing title and body aren't empty..
2023-06-26 17:14:13 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 17:14:13 INFO  - Assessing Status code is 404..
2023-06-26 17:14:13 INFO  - Assessing response body is empty.
2023-06-26 17:14:13 INFO  - Getting post model.
2023-06-26 17:14:13 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 17:14:13 INFO  - Assessing status code is 201.
2023-06-26 17:14:13 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 17:14:13 INFO  - Sending GET request to get users (/users).
2023-06-26 17:14:13 INFO  - Assessing status code is 200.
2023-06-26 17:14:13 INFO  - Assessing list in response body is json.
2023-06-26 17:14:13 INFO  - Getting users id=5 list.
2023-06-26 17:14:13 INFO  - Assessing User (id=5) data matches.
2023-06-26 17:14:38 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 17:14:39 INFO  - Assessing Status code is 200..
2023-06-26 17:14:39 INFO  - Assessing the list in response body is json..
2023-06-26 17:14:39 INFO  - Getting the posts id's list.
2023-06-26 17:14:39 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 17:14:39 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 17:14:39 INFO  - Assessing Status code is 200..
2023-06-26 17:14:39 INFO  - Getting post object of id=99.
2023-06-26 17:14:39 INFO  - Assessing userId is 10.
2023-06-26 17:14:39 INFO  - Assessing id is 99.
2023-06-26 17:14:39 INFO  - Assessing title and body aren't empty..
2023-06-26 17:14:39 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 17:14:39 INFO  - Assessing Status code is 404..
2023-06-26 17:14:39 INFO  - Assessing response body is empty.
2023-06-26 17:14:39 INFO  - Getting post model.
2023-06-26 17:14:39 INFO  - Sending POST request to create post with userId=1 and random body and random title (/posts).
2023-06-26 17:14:39 INFO  - Assessing status code is 201.
2023-06-26 17:14:39 INFO  - Assessing whether post information is correct: title, body, userId match data from request, id is present in response.
2023-06-26 17:14:39 INFO  - Sending GET request to get users (/users).
2023-06-26 17:14:39 INFO  - Assessing status code is 200.
2023-06-26 17:14:39 INFO  - Assessing list in response body is json.
2023-06-26 17:14:39 INFO  - Getting users id=5 list.
2023-06-26 17:14:39 INFO  - Assessing User (id=5) data matches.
2023-06-26 17:14:39 INFO  - Sending GET request to get user with id=5 (/users/5).
2023-06-26 17:14:39 INFO  - Assessing Status code is 200.
2023-06-26 17:14:39 INFO  - Assessing user data matches with user data in the previous step.
2023-06-26 17:15:19 INFO  - Sending GET Request to get all posts (/posts)..
2023-06-26 17:15:19 INFO  - Assessing Status code is 200..
2023-06-26 17:15:19 INFO  - Assessing the list in response body is json..
2023-06-26 17:15:19 INFO  - Getting the posts id's list.
2023-06-26 17:15:19 INFO  - Assessing posts are sorted ascending (by id)..
2023-06-26 17:15:19 INFO  - Sending GET request to get post with id=99 (/posts/99)..
2023-06-26 17:15:19 INFO  - Assessing Status code is 200..
2023-06-26 17:15:19 INFO  - Getting post object of id=99.
2023-06-26 17:15:19 INFO  - Assessing userId is 10.
2023-06-26 17:15:19 INFO  - Assessing id is 99.
2023-06-26 17:15:19 INFO  - Assessing title and body aren't empty..
2023-06-26 17:15:19 INFO  - Sending GET request to get post with id=150 (/posts/150).
2023-06-26 17:15:19 INFO  - Assessing Status code is 404..
2023-06-26 17:15:19 INFO  - Assessing response body is empty.
2023-06-26 17:15:19 INFO  - Getting post model.
